star_id,ccd_num,imageid,zone,ra,dec,mag,x_pix,y_pix,ra_err,dec_err,x,y,z,flux,flux_err,normmag,flag,background,threshold,mag_err,ellipticity,class_star,orig_catid,timestamp
ref_2_45811,2,982,2275,240.8443,6.3196,14.7443,2306.2427,913.7338,0.6316,0.5458,0.2058934198400262,-0.4415398637343185,-0.8732986020829635,0.0,0.2095,0.6565,0.737,0.9965,0.0018,0.9116,0.4487,0.7131,45811,36980
ref_2_94861,2,970,3563,245.3684,9.8978,12.6616,3679.2933,2029.2185,0.3977,0.2897,-0.3328571728056248,0.2508258706734449,-0.9090063174218069,0.0,0.632,0.8117,0.5869,0.084,0.8753,0.1723,0.2035,0.2817,94861,36792
ref_2_94861,2,971,3563,245.3684,9.8978,13.2104,3679.2933,2029.2185,0.2523,0.1468,-0.3328571728056248,0.2508258706734449,-0.9090063174218069,0.0,0.458,0.0072,0.8035,0.0888,0.9197,0.2281,0.8381,0.9578,94861,36809
ref_2_94861,2,972,3563,245.3684,9.8978,12.6173,3679.2933,2029.2185,0.9385,0.1442,-0.3328571728056248,0.2508258706734449,-0.9090063174218069,0.0,0.2735,0.3379,0.9377,0.8414,0.4652,0.7523,0.514,0.8728,94861,36823
ref_2_94861,2,973,3563,245.3684,9.8978,13.1681,3679.2933,2029.2185,0.2468,0.31,-0.3328571728056248,0.2508258706734449,-0.9090063174218069,0.0,0.1563,0.8104,0.6871,0.0715,0.8009,0.9364,0.1872,0.966,94861,36839
ref_2_94861,2,974,3563,245.3684,9.8978,13.1561,3679.2933,2029.2185,0.7691,0.6639,-0.3328571728056248,0.2508258706734449,-0.9090063174218069,0.0,0.3316,0.7378,0.4549,0.1901,0.9506,0.2035,0.744,0.5304,94861,36855
ref_2_94861,2,975,3563,245.3684,9.8978,12.562,3679.2933,2029.2185,0.8553,0.8174,-0.3328571728056248,0.2508258706734449,-0.9090063174218069,0.0,0.5717,0.6503,0.5721,0.7,0.0312,0.8085,0.9557,0.4496,94861,36870
ref_2_81551,2,970,3215,243.9566,8.9326,14.3371,3252.184,1725.483,0.3422,0.0505,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.3763,0.7426,0.6655,0.7571,0.4637,0.2238,0.7201,0.7152,81551,36792
ref_2_81551,2,971,3215,243.9566,8.9326,13.5532,3252.184,1725.483,0.0403,0.7963,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.5939,0.9115,0.3469,0.1515,0.1578,0.207,0.9371,0.7018,81551,36809
ref_2_81551,2,972,3215,243.9566,8.9326,14.2614,3252.184,1725.483,0.2862,0.4542,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.1529,0.925,0.1434,0.3946,0.6913,0.5825,0.6963,0.6786,81551,36823
ref_2_81551,2,973,3215,243.9566,8.9326,14.3623,3252.184,1725.483,0.1749,0.1413,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.0695,0.5658,0.5796,0.1748,0.9307,0.1284,0.7722,0.6436,81551,36839
ref_2_81551,2,974,3215,243.9566,8.9326,14.2102,3252.184,1725.483,0.7366,0.7201,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.4538,0.4576,0.7833,0.3956,0.849,0.4974,0.1986,0.089,81551,36855
ref_2_81551,2,975,3215,243.9566,8.9326,14.0345,3252.184,1725.483,0.5412,0.614,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.8489,0.0329,0.6638,0.4134,0.9656,0.7992,0.5498,0.7071,81551,36870
ref_2_81551,2,976,3215,243.9566,8.9326,14.1257,3252.184,1725.483,0.5047,0.8979,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.5991,0.235,0.5489,0.1214,0.908,0.7536,0.8928,0.8249,81551,36886
ref_2_81551,2,977,3215,243.9566,8.9326,13.5566,3252.184,1725.483,0.586,0.0605,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.3073,0.3277,0.5409,0.3099,0.2158,0.5549,0.5428,0.1505,81551,36902
ref_2_81551,2,978,3215,243.9566,8.9326,14.4076,3252.184,1725.483,0.4859,0.8142,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.5586,0.3307,0.6746,0.3442,0.5442,0.1615,0.196,0.2112,81551,36917
ref_2_81551,2,979,3215,243.9566,8.9326,13.9186,3252.184,1725.483,0.9441,0.4611,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.8548,0.55,0.4072,0.3538,0.3433,0.7618,0.2957,0.8427,81551,36933
ref_2_81551,2,980,3215,243.9566,8.9326,13.675,3252.184,1725.483,0.7977,0.1087,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.6363,0.5857,0.4041,0.3071,0.0282,0.8826,0.6219,0.5398,81551,36949
ref_2_81551,2,981,3215,243.9566,8.9326,13.5056,3252.184,1725.483,0.2616,0.4316,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.2742,0.2922,0.046,0.8896,0.6103,0.91,0.7625,0.5589,81551,36965
ref_2_81551,2,982,3215,243.9566,8.9326,13.6955,3252.184,1725.483,0.8382,0.0411,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.668,0.544,0.1156,0.304,0.0452,0.1302,0.3235,0.3359,81551,36980
ref_2_81551,2,983,3215,243.9566,8.9326,13.8683,3252.184,1725.483,0.5177,0.1743,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.2554,0.5279,0.3654,0.0013,0.0706,0.7004,0.5378,0.0312,81551,36995
ref_2_81551,2,984,3215,243.9566,8.9326,13.7766,3252.184,1725.483,0.6972,0.5354,-0.3979167044767625,0.1855516066053138,-0.898461405729005,0.0,0.455,0.1786,0.1081,0.3316,0.3041,0.3074,0.0566,0.8241,81551,37010
ref_2_79231,2,970,3101,245.2557,8.6164,15.3643,3651.1789,1632.7288,0.7674,0.3373,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.0236,0.2758,0.0161,0.5257,0.5349,0.4859,0.4467,0.7193,79231,36792
ref_2_79231,2,971,3101,245.2557,8.6164,16.4018,3651.1789,1632.7288,0.347,0.9513,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.7766,0.6847,0.3558,0.8631,0.5518,0.3935,0.1217,0.4837,79231,36809
ref_2_79231,2,972,3101,245.2557,8.6164,15.2699,3651.1789,1632.7288,0.6655,0.9965,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.3945,0.9085,0.2402,0.4952,0.6514,0.1579,0.0431,0.7186,79231,36823
ref_2_79231,2,973,3101,245.2557,8.6164,16.0651,3651.1789,1632.7288,0.6618,0.8193,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.1646,0.3246,0.9951,0.2014,0.8696,0.1434,0.0325,0.4344,79231,36839
ref_2_79231,2,974,3101,245.2557,8.6164,16.0762,3651.1789,1632.7288,0.0342,0.6346,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.197,0.4332,0.3225,0.7906,0.5996,0.4301,0.9942,0.9019,79231,36855
ref_2_79231,2,975,3101,245.2557,8.6164,15.8743,3651.1789,1632.7288,0.6819,0.7044,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.9447,0.4826,0.3758,0.8682,0.9841,0.1489,0.6675,0.063,79231,36870
ref_2_79231,2,976,3101,245.2557,8.6164,15.245,3651.1789,1632.7288,0.5442,0.4871,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.7735,0.0035,0.8942,0.1601,0.2353,0.3656,0.316,0.8904,79231,36886
ref_2_79231,2,977,3101,245.2557,8.6164,15.3852,3651.1789,1632.7288,0.6336,0.566,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.202,0.1196,0.705,0.0842,0.9362,0.9117,0.0948,0.5764,79231,36902
ref_2_79231,2,978,3101,245.2557,8.6164,16.3857,3651.1789,1632.7288,0.3528,0.5888,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.4358,0.8499,0.1363,0.3,0.0282,0.2801,0.3982,0.9236,79231,36917
ref_2_79231,2,979,3101,245.2557,8.6164,15.9318,3651.1789,1632.7288,0.6544,0.3888,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.1875,0.0438,0.2874,0.917,0.6472,0.3559,0.5428,0.4994,79231,36933
ref_2_79231,2,980,3101,245.2557,8.6164,16.2145,3651.1789,1632.7288,0.9822,0.7604,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.9457,0.767,0.0517,0.704,0.3082,0.5716,0.6713,0.791,79231,36949
ref_2_79231,2,981,3101,245.2557,8.6164,15.4132,3651.1789,1632.7288,0.2944,0.4101,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.2939,0.1961,0.8077,0.0428,0.8851,0.4764,0.6522,0.0275,79231,36965
ref_2_79231,2,982,3101,245.2557,8.6164,15.3673,3651.1789,1632.7288,0.6599,0.5547,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.2605,0.9056,0.5504,0.349,0.2463,0.0506,0.9202,0.5158,79231,36980
ref_2_79231,2,983,3101,245.2557,8.6164,15.0667,3651.1789,1632.7288,0.8225,0.1288,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.904,0.3639,0.2601,0.8168,0.771,0.4946,0.9615,0.152,79231,36995
ref_2_79231,2,984,3101,245.2557,8.6164,15.467,3651.1789,1632.7288,0.9919,0.3182,0.3158982807364284,0.2746061859431222,-0.9081848484034184,0.0,0.7632,0.0307,0.3861,0.918,0.2401,0.8253,0.0635,0.3016,79231,37010
ref_2_156001,2,970,5399,244.1944,14.9993,15.6539,3300.9763,3601.5919,0.7529,0.5166,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.6688,0.4737,0.4708,0.2774,0.0527,0.4185,0.3441,0.0126,156001,36792
ref_2_156001,2,971,5399,244.1944,14.9993,14.8638,3300.9763,3601.5919,0.0965,0.6431,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.8037,0.5543,0.5637,0.6861,0.6793,0.2829,0.2706,0.038,156001,36809
ref_2_156001,2,972,5399,244.1944,14.9993,15.2329,3300.9763,3601.5919,0.7007,0.1937,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.7841,0.3854,0.7523,0.666,0.8434,0.069,0.3505,0.7406,156001,36823
ref_2_156001,2,973,5399,244.1944,14.9993,15.965,3300.9763,3601.5919,0.0932,0.2614,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.832,0.4494,0.1472,0.771,0.395,0.534,0.4786,0.416,156001,36839
ref_2_156001,2,974,5399,244.1944,14.9993,15.8943,3300.9763,3601.5919,0.5675,0.5019,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.9247,0.5012,0.4207,0.0534,0.3664,0.9534,0.1419,0.6462,156001,36855
ref_2_156001,2,975,5399,244.1944,14.9993,15.7416,3300.9763,3601.5919,0.4632,0.3796,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.0467,0.0483,0.4067,0.7472,0.1698,0.7426,0.6066,0.7295,156001,36870
ref_2_156001,2,976,5399,244.1944,14.9993,15.0474,3300.9763,3601.5919,0.1119,0.0566,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.7412,0.5206,0.7677,0.0514,0.4867,0.5052,0.6987,0.5158,156001,36886
ref_2_156001,2,977,5399,244.1944,14.9993,15.6443,3300.9763,3601.5919,0.5253,0.9586,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.646,0.804,0.5005,0.895,0.124,0.2317,0.2718,0.5844,156001,36902
ref_2_156001,2,978,5399,244.1944,14.9993,15.2385,3300.9763,3601.5919,0.189,0.8441,-0.4352520382123734,0.0075973525871356,-0.9002765927567157,0.0,0.9294,0.6091,0.1982,0.3103,0.1692,0.1359,0.9587,0.2791,156001,36917
ref_2_160971,2,970,5520,245.1495,15.335,15.2545,3586.0648,3712.1618,0.7652,0.6715,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.0889,0.8223,0.2246,0.9407,0.9634,0.5669,0.0385,0.0709,160971,36792
ref_2_160971,2,971,5520,245.1495,15.335,15.7069,3586.0648,3712.1618,0.8404,0.166,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.0377,0.4099,0.6606,0.5816,0.953,0.1893,0.3509,0.1254,160971,36809
ref_2_160971,2,972,5520,245.1495,15.335,15.9812,3586.0648,3712.1618,0.1259,0.1461,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.1427,0.0711,0.0487,0.7937,0.3746,0.6611,0.6601,0.9046,160971,36823
ref_2_160971,2,973,5520,245.1495,15.335,15.5248,3586.0648,3712.1618,0.067,0.0415,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.5172,0.258,0.5794,0.4958,0.7758,0.7403,0.8382,0.6561,160971,36839
ref_2_160971,2,974,5520,245.1495,15.335,16.0766,3586.0648,3712.1618,0.5476,0.2337,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.9229,0.8019,0.7407,0.4653,0.6987,0.6559,0.8653,0.7398,160971,36855
ref_2_160971,2,975,5520,245.1495,15.335,15.2168,3586.0648,3712.1618,0.537,0.7732,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.8438,0.6614,0.2979,0.7902,0.8586,0.3368,0.8952,0.4941,160971,36870
ref_2_160971,2,976,5520,245.1495,15.335,15.9794,3586.0648,3712.1618,0.4387,0.9952,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.9641,0.9846,0.26,0.3046,0.2811,0.4469,0.4837,0.3022,160971,36886
ref_2_160971,2,977,5520,245.1495,15.335,15.0868,3586.0648,3712.1618,0.2473,0.5051,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.2566,0.6798,0.1094,0.8537,0.2927,0.0692,0.5576,0.5975,160971,36902
ref_2_160971,2,978,5520,245.1495,15.335,15.0386,3586.0648,3712.1618,0.4774,0.5157,0.2101257523787441,-0.3639484790986208,-0.9074076662388673,0.0,0.4147,0.3665,0.5553,0.8472,0.9626,0.6621,0.2311,0.8857,160971,36917
ref_2_82821,2,970,3274,237.0462,9.0951,13.3159,1149.1914,1772.7064,0.3052,0.0374,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.9704,0.4769,0.2979,0.258,0.179,0.3831,0.894,0.1105,82821,36792
ref_2_82821,2,971,3274,237.0462,9.0951,13.4955,1149.1914,1772.7064,0.0643,0.7591,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.2857,0.4276,0.4768,0.0957,0.7631,0.4883,0.8669,0.857,82821,36809
ref_2_82821,2,972,3274,237.0462,9.0951,13.4617,1149.1914,1772.7064,0.2433,0.0227,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.7339,0.8291,0.23,0.2714,0.3063,0.3961,0.8928,0.9352,82821,36823
ref_2_82821,2,973,3274,237.0462,9.0951,13.6628,1149.1914,1772.7064,0.7822,0.1994,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.2951,0.8546,0.8666,0.9736,0.3495,0.5504,0.284,0.0751,82821,36839
ref_2_82821,2,974,3274,237.0462,9.0951,13.7597,1149.1914,1772.7064,0.1814,0.537,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.8828,0.6616,0.4062,0.5755,0.0707,0.4218,0.1024,0.6482,82821,36855
ref_2_82821,2,975,3274,237.0462,9.0951,13.4024,1149.1914,1772.7064,0.6709,0.233,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.8996,0.2071,0.9291,0.7549,0.6845,0.0254,0.0712,0.7044,82821,36870
ref_2_82821,2,976,3274,237.0462,9.0951,13.9522,1149.1914,1772.7064,0.2994,0.3646,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.3274,0.5348,0.7702,0.5962,0.9361,0.1858,0.5793,0.1695,82821,36886
ref_2_82821,2,977,3274,237.0462,9.0951,13.3289,1149.1914,1772.7064,0.5819,0.2961,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.8336,0.4118,0.7368,0.6203,0.5846,0.2669,0.729,0.6112,82821,36902
ref_2_82821,2,978,3274,237.0462,9.0951,13.953,1149.1914,1772.7064,0.2403,0.2439,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.2709,0.7111,0.6348,0.9152,0.2976,0.7954,0.7882,0.7323,82821,36917
ref_2_82821,2,979,3274,237.0462,9.0951,13.3718,1149.1914,1772.7064,0.9081,0.7405,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.7073,0.2646,0.7755,0.0192,0.5519,0.5751,0.8427,0.6987,82821,36933
ref_2_82821,2,980,3274,237.0462,9.0951,13.5085,1149.1914,1772.7064,0.9956,0.6948,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.9946,0.6585,0.0043,0.4714,0.6154,0.5259,0.9875,0.4977,82821,36949
ref_2_82821,2,981,3274,237.0462,9.0951,14.0659,1149.1914,1772.7064,0.2479,0.8459,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.6449,0.9071,0.5777,0.9024,0.1476,0.2049,0.9275,0.4601,82821,36965
ref_2_82821,2,982,3274,237.0462,9.0951,13.6021,1149.1914,1772.7064,0.2979,0.0873,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.1831,0.1455,0.6335,0.2245,0.7743,0.3198,0.87,0.6652,82821,36980
ref_2_82821,2,983,3274,237.0462,9.0951,13.7099,1149.1914,1772.7064,0.1088,0.7441,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.0902,0.6238,0.3112,0.8948,0.6592,0.5881,0.6497,0.5269,82821,36995
ref_2_82821,2,984,3274,237.0462,9.0951,13.5285,1149.1914,1772.7064,0.4714,0.8952,-0.4509653852563892,-0.3041799931565582,-0.8391095000438457,0.0,0.4723,0.4092,0.6088,0.3396,0.4996,0.0695,0.2133,0.5039,82821,37010
ref_2_32581,2,970,1944,237.7059,5.4013,15.3233,1342.1115,630.7892,0.7101,0.666,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,3.0E-4,0.0163,0.6882,0.4376,0.2218,0.2485,0.0276,0.7622,32581,36792
ref_2_32581,2,971,1944,237.7059,5.4013,15.1357,1342.1115,630.7892,0.2008,0.4961,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.7781,0.297,0.9132,0.5441,0.2113,0.064,0.8648,0.9478,32581,36809
ref_2_32581,2,972,1944,237.7059,5.4013,16.0427,1342.1115,630.7892,0.4585,0.0682,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.827,0.7426,0.9882,0.6414,0.4565,0.3269,0.1721,0.8957,32581,36823
ref_2_32581,2,973,1944,237.7059,5.4013,16.4284,1342.1115,630.7892,0.1971,0.2962,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.5164,0.1566,0.5374,0.7966,0.4823,0.4629,0.98,0.302,32581,36839
ref_2_32581,2,974,1944,237.7059,5.4013,16.2203,1342.1115,630.7892,0.1451,0.4191,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.0306,0.3879,0.3244,0.5231,0.2309,0.6757,0.161,0.022,32581,36855
ref_2_32581,2,975,1944,237.7059,5.4013,15.1096,1342.1115,630.7892,0.3972,0.4026,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.8899,0.8593,0.4773,0.5948,0.8817,0.8486,0.5053,0.6422,32581,36870
ref_2_32581,2,976,1944,237.7059,5.4013,15.4781,1342.1115,630.7892,0.0991,0.194,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.8271,0.9815,0.3489,0.9463,0.0539,0.6461,0.1658,0.7964,32581,36886
ref_2_32581,2,977,1944,237.7059,5.4013,16.0025,1342.1115,630.7892,0.1517,0.6738,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.4451,0.4497,0.7577,0.2133,0.0205,0.3137,0.9542,0.3535,32581,36902
ref_2_32581,2,978,1944,237.7059,5.4013,15.4905,1342.1115,630.7892,0.4549,0.8874,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.7307,0.1783,0.9622,0.4005,0.4637,0.004,0.8206,0.8725,32581,36917
ref_2_32581,2,979,1944,237.7059,5.4013,15.2781,1342.1115,630.7892,0.6984,0.8908,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.9562,0.9795,0.3714,0.5466,0.3026,0.9751,0.5729,0.2236,32581,36933
ref_2_32581,2,980,1944,237.7059,5.4013,15.0943,1342.1115,630.7892,0.5474,0.6214,0.4322300353843911,-0.314033502588023,-0.8453166009040082,0.0,0.1807,0.1762,0.125,0.2593,0.1454,0.5102,0.2247,0.8812,32581,36949
